"phone.number","contract.start.date","plan.id","contract.end.date","nrs","dob"
"025 785 0716",2016-04-05,3,,"C1",1964-12-29
"061 867 8174",2012-08-02,1,,"C1",1973-11-13
"01 900 3589",2016-01-18,2,,"E",1993-11-10
"01 486 6869",2014-02-27,3,,"C1",1992-07-23
"093 629 9773",2017-08-06,3,,"B",1997-07-05
"01 740 5582",2014-09-27,2,2018-07-01,"B",1993-12-27
"024 835 2355",2013-10-12,3,,"D",1956-04-25
"01 315 5680",2015-02-17,3,2018-07-01,"B",1973-03-07
"01 805 9619",2015-04-29,1,,"C1",1975-01-12
"01 063 0021",2015-12-11,3,,"C1",1999-09-02
"095 520 1593",2012-12-08,1,,"C1",1996-10-24
"01 505 0430",2014-12-08,2,,"C1",1995-10-13
"01 408 5875",2018-08-19,3,,"E",1994-07-12
"01 650 2226",2013-02-15,2,,"E",1996-04-04
"041 191 3224",2012-12-04,2,,"C2",1975-05-30
"01 916 0055",2015-10-16,2,,"E",1964-03-30
"071 383 6229",2012-03-12,1,,"B",1960-10-11
"01 763 7407",2018-07-15,1,,"D",1991-09-17
"01 783 2796",2015-07-15,3,,"B",1961-12-18
"021 426 3497",2016-10-12,3,,"C1",1994-01-20
"01 277 2938",2017-09-17,2,,"D",1953-07-31
"052 977 8411",2015-04-18,1,,"C1",1968-08-24
"048 371 9526",2018-04-27,3,,"C1",1995-06-13
"047 607 5733",2014-07-04,1,,"C1",1986-03-11
"01 172 8712",2013-08-19,2,,"A",1977-02-24
"01 266 8425",2013-01-13,1,2018-07-01,"B",1974-09-11
"01 103 2172",2012-03-03,2,,"B",1956-01-23
"01 626 8595",2016-11-06,1,,"C1",1972-01-27
"052 162 9738",2014-09-18,1,,"E",1963-08-29
"028 503 3016",2016-05-01,2,2018-07-01,"C1",1997-04-08
"051 733 2173",2012-10-25,1,,"D",1983-10-11
"01 715 3142",2017-06-20,3,,"C1",1971-01-07
"01 369 5721",2012-05-06,3,,"C1",1995-02-28
"0404 652 8013",2012-05-09,2,,"A",1985-10-29
"044 768 6189",2015-05-03,1,,"B",1983-02-14
"01 315 9023",2017-01-17,1,,"C2",1957-01-01
"01 340 5087",2014-08-28,1,,"C2",1966-11-18
"057 694 8947",2015-01-31,1,,"C1",1977-04-02
"01 972 0746",2015-03-01,3,,"A",1982-11-27
"01 848 1524",2018-05-23,3,,"B",1954-06-30
"01 624 2694",2012-12-20,3,,"B",1998-06-29
"01 177 5384",2014-06-19,1,,"C1",1953-03-29
"01 140 6518",2018-05-14,3,,"C1",1994-06-10
"01 131 8092",2013-12-22,1,,"A",1957-02-01
"056 802 1307",2017-09-12,3,2018-07-01,"C1",1995-07-29
"01 864 7250",2014-09-15,2,,"E",1962-10-26
"01 835 4752",2016-02-12,2,,"B",1983-09-16
"052 732 1587",2016-03-18,3,,"C1",1997-01-07
"056 291 1348",2015-07-15,3,,"D",1957-12-16
"056 386 1764",2013-08-25,1,,"C1",1956-06-12
"01 888 6760",2014-11-30,3,,"D",1976-10-05
"01 948 8010",2013-07-11,2,,"C1",1986-12-29
"01 032 5939",2015-11-17,1,,"C1",1958-08-19
"046 764 1098",2012-08-08,3,,"E",1965-09-08
"01 152 7850",2018-03-21,3,,"E",1957-01-30
"059 692 3800",2018-04-08,3,,"C1",1966-05-13
"01 239 1868",2017-02-23,2,,"C1",1960-04-27
"051 657 4830",2017-07-06,1,,"C1",1995-12-22
"062 649 7973",2013-12-08,2,,"C2",1956-04-12
"048 845 0786",2015-10-05,3,,"A",1971-10-02
"01 153 0746",2018-05-13,1,,"C1",1958-08-11
"01 345 7015",2015-04-17,1,,"C1",1960-10-05
"091 442 3059",2016-08-01,1,2018-07-01,"C1",1976-10-23
"01 176 1911",2016-09-04,2,,"C2",1952-12-19
"01 671 1984",2012-11-24,1,,"B",1961-05-08
"047 053 4694",2012-02-24,1,,"C2",1957-04-07
"0404 196 3684",2013-03-29,3,,"A",1950-01-29
"049 064 9742",2016-10-15,3,,"C1",1950-04-02
"01 358 3004",2018-04-03,1,,"E",1988-04-19
"062 579 7078",2012-01-26,1,,"C1",1975-06-05
"01 272 9683",2016-05-05,1,2018-07-01,"E",1954-05-17
"049 805 9760",2013-03-18,2,,"D",1972-11-22
"045 580 6434",2017-10-08,1,,"B",1994-07-02
"052 791 9418",2014-12-28,2,,"E",1967-02-24
"058 959 0915",2015-11-09,2,,"B",1969-10-29
"01 803 3632",2016-01-07,2,,"E",1990-04-12
"096 995 2505",2015-03-21,1,2018-07-01,"C1",1997-10-30
"01 017 6362",2016-09-02,2,,"D",1994-07-07
"045 150 4235",2016-11-18,3,,"B",1995-03-14
"063 605 5915",2017-04-25,1,,"B",1967-06-20
"021 762 6097",2014-04-26,1,,"D",1972-08-22
"01 004 5827",2014-05-03,2,,"D",1987-05-06
"067 595 2308",2015-04-01,2,,"C1",1995-10-15
"099 270 6578",2014-05-25,2,,"D",1989-08-04
"027 739 9607",2013-12-28,2,,"B",1996-07-13
"067 226 4063",2018-05-19,1,,"B",1953-05-02
"098 130 6606",2016-12-06,2,,"C2",1951-11-05
"01 381 5802",2014-05-31,1,,"B",1995-04-04
"01 157 2978",2018-07-29,3,,"A",1979-02-09
"067 625 2817",2017-10-21,1,2018-07-01,"B",1985-05-27
"096 703 6743",2012-07-10,2,,"D",1979-08-05
"062 998 2247",2017-05-31,1,,"D",1969-12-24
"062 280 1074",2015-10-18,3,,"C1",1980-06-02
"01 928 5496",2014-11-18,3,,"C1",1968-10-15
"01 955 3629",2017-12-19,1,,"B",1994-01-24
"01 246 5241",2012-03-22,2,,"B",1998-12-08
"01 370 6660",2012-04-25,1,,"C2",1998-04-26
"046 070 0738",2015-01-24,2,,"C2",1977-09-08
"01 221 8782",2015-02-22,3,,"C1",1995-06-12
"01 441 8873",2017-04-22,2,,"C1",1982-03-16
"01 475 4791",2013-08-07,1,,"C2",1992-09-07
"026 037 8828",2013-04-27,3,,"B",1983-03-09
"01 298 2084",2012-06-20,3,2018-07-01,"B",1995-12-16
"095 250 8820",2015-01-23,2,2018-07-01,"D",1959-01-21
"01 638 5285",2014-07-08,1,,"B",1960-12-19
"091 958 4147",2015-04-22,1,,"A",1977-11-15
"01 977 9806",2018-05-03,3,,"C1",1953-09-15
"01 316 7086",2015-01-06,3,,"C2",1973-01-10
"01 811 8429",2015-05-24,2,,"D",1957-02-27
"01 231 3794",2016-01-28,1,,"C1",1969-01-11
"071 002 3399",2017-04-10,2,,"B",1983-09-18
"093 778 3562",2012-08-28,2,2018-07-01,"C1",1999-09-18
"01 034 3553",2018-01-02,3,,"B",1971-01-03
"0505 425 3041",2016-09-24,2,,"C2",1962-06-23
"01 913 1987",2012-02-27,1,,"C1",1950-09-16
"0402 296 4850",2016-02-28,2,,"C1",1982-12-20
"043 070 7106",2017-09-03,2,,"C1",1966-09-21
"058 218 6919",2018-04-30,1,,"C2",1995-11-28
"049 099 4966",2016-02-18,1,,"E",1997-01-25
"01 138 5252",2016-11-04,1,,"C1",1957-10-14
"096 557 1671",2012-05-18,2,2018-07-01,"C1",1962-08-09
"01 042 0139",2017-02-20,3,2018-07-01,"C2",1996-02-17
"067 039 1155",2016-05-20,3,,"D",1994-04-28
"01 981 3182",2014-03-31,1,,"B",1959-11-04
"0504 533 4259",2016-10-12,2,2018-07-01,"C1",1962-05-17
"01 380 9048",2013-07-06,3,,"C1",1993-03-16
"01 126 1259",2013-07-02,1,,"B",1996-05-08
"01 796 4378",2017-01-28,1,,"D",1970-05-04
"01 704 4923",2017-01-03,3,,"C2",1976-08-17
"052 830 4012",2018-05-25,1,,"B",1997-08-03
"097 645 6362",2013-04-02,3,,"C2",1967-09-13
"023 966 5385",2013-06-29,3,,"C1",1989-09-03
"049 674 7476",2012-12-07,3,,"B",1988-09-24
"063 749 8318",2014-08-24,2,,"B",1994-05-04
"097 168 0068",2012-07-27,2,,"D",1971-09-28
"051 264 9845",2015-11-26,3,,"C1",1968-04-10
"01 285 3702",2015-11-06,3,,"B",1977-05-03
"01 272 7625",2012-08-30,2,,"C2",1988-09-01
"026 458 3728",2016-01-03,3,2018-07-01,"B",1981-11-17
"01 673 5074",2018-06-05,1,,"C1",1952-11-21
"01 665 6491",2012-07-17,2,,"B",1962-11-06
"01 711 8630",2012-04-01,3,,"B",1994-02-12
"01 245 6111",2013-07-28,3,,"D",1976-08-21
"01 109 5416",2012-04-23,2,,"D",1971-10-21
"01 887 7335",2014-08-29,3,,"B",1958-06-05
"01 178 2997",2013-12-28,3,,"C1",1975-03-19
"098 455 5709",2015-12-28,1,,"C1",1993-05-09
"01 253 1094",2018-04-11,2,,"B",1970-08-27
"043 878 6890",2016-10-20,1,,"C2",1969-04-26
"01 217 5684",2018-01-20,2,,"C1",1956-01-13
"01 756 8707",2016-03-07,1,,"C2",1974-04-08
"0404 663 9092",2014-05-12,1,,"C2",1982-05-06
"01 269 1533",2013-06-21,3,,"D",1986-03-15
"01 488 3189",2012-04-25,1,,"C2",1987-11-19
"01 800 0564",2016-12-04,2,,"C1",1972-02-05
"01 492 2696",2015-07-09,2,,"D",1969-06-25
"065 642 0254",2014-05-28,3,,"D",1996-07-19
"090 317 8646",2015-02-26,2,,"B",1971-12-23
"01 121 2845",2016-07-10,1,,"B",1977-10-12
"01 712 5556",2017-09-25,2,,"B",1961-06-16
"01 113 0804",2016-03-09,1,,"C2",1978-08-05
"057 729 4529",2017-10-29,1,2018-07-01,"B",1960-01-14
"01 247 2252",2017-10-23,3,2018-07-01,"C1",1969-05-28
"0505 745 4417",2012-11-21,2,,"C1",1985-06-23
"063 365 8490",2017-06-12,3,,"C1",1986-03-24
"091 303 4038",2017-03-30,2,,"C2",1992-12-21
"01 627 8149",2017-01-31,2,,"A",1981-07-17
"01 289 6052",2015-05-18,1,,"A",1987-03-18
"091 374 5146",2014-09-17,3,2018-07-01,"D",1995-09-23
"0402 967 8332",2012-09-05,3,,"C1",1965-05-30
"094 635 5993",2018-02-21,3,,"B",1960-05-28
"01 603 0739",2015-06-07,1,,"C2",1965-04-02
"01 569 2351",2017-04-18,3,,"D",1963-02-16
"01 602 6624",2015-04-29,2,,"B",1972-03-16
"061 719 8755",2018-03-16,1,,"B",1990-09-28
"096 548 2065",2012-08-01,1,,"C2",1959-09-15
"01 834 1476",2018-02-19,3,,"D",1990-06-11
"01 045 0579",2018-03-18,2,,"C1",1990-07-14
"064 393 9653",2013-05-04,2,,"C2",1952-10-22
"093 103 4858",2012-09-03,2,,"C1",1989-02-13
"057 568 5053",2016-08-05,2,,"C1",1951-11-20
"01 484 0708",2014-02-23,2,,"C1",1950-05-19
"057 239 4608",2016-11-13,3,,"B",1952-11-04
"093 502 5231",2013-03-17,3,,"B",1963-06-22
"01 559 6375",2018-05-18,3,,"D",1974-12-28
"045 639 2515",2014-12-30,3,,"C1",1992-07-09
"01 906 1889",2018-04-08,2,,"C1",1964-09-20
"01 637 6403",2016-05-26,1,,"B",1950-08-06
"069 294 9275",2013-08-18,1,,"C2",1958-03-09
"01 451 2379",2018-07-17,2,,"C1",1982-10-29
"043 153 5274",2014-02-17,2,,"C2",1961-09-24
"041 808 8667",2013-06-10,2,,"B",1979-12-05
"01 728 5496",2012-11-09,1,,"C2",1954-11-11
"051 439 3752",2018-10-26,3,,"B",1984-05-13
"021 647 7210",2014-02-19,1,,"C2",1973-01-17
"01 676 9024",2015-01-09,2,,"C2",1954-07-03
"0504 155 4376",2014-07-03,1,,"C1",1953-03-08
"01 272 2376",2015-09-13,1,,"E",1997-02-27
"01 432 9704",2014-09-27,1,,"C2",1961-08-09
"01 382 3817",2012-01-28,2,,"C1",1960-07-22
"093 170 3982",2012-01-09,2,,"C2",1950-04-20
"01 607 8186",2013-09-27,3,,"C1",1955-11-22
"01 198 6329",2014-09-20,2,,"C1",1985-09-26
"01 609 5347",2016-10-08,2,,"C1",1982-08-04
"01 842 4368",2014-05-24,3,,"C2",1960-09-16
"098 856 6375",2012-05-30,1,,"D",1953-07-08
"049 833 7348",2013-10-07,2,,"C2",1984-03-13
"021 105 5061",2017-07-08,2,,"C1",1980-08-16
"01 433 7138",2017-12-09,2,,"E",1982-11-29
"029 094 8454",2016-04-12,3,,"C1",1969-05-20
"094 936 1539",2015-11-23,2,,"D",1958-05-10
"0505 686 7885",2016-12-28,3,,"C2",1950-12-08
"058 459 5578",2013-01-14,3,,"C2",1951-05-20
"01 695 7317",2015-05-17,1,,"C2",1972-11-17
"01 523 8757",2017-03-18,1,,"D",1951-10-02
"01 538 2985",2018-01-18,1,,"B",1962-01-03
"059 498 6957",2015-07-20,1,,"D",1980-10-13
"01 262 9466",2012-08-13,2,,"C1",1959-11-30
"01 541 3316",2015-06-21,1,,"B",1960-04-17
"01 479 9510",2017-01-21,3,,"C2",1992-02-15
"01 398 1908",2014-06-03,3,,"B",1985-07-26
"097 357 2029",2013-07-30,2,2018-07-01,"C2",1956-05-23
"01 599 8450",2013-11-20,1,,"B",1986-09-01
"01 416 3670",2014-07-23,3,,"C2",1985-05-07
"052 807 5308",2013-11-04,2,2018-07-01,"C1",1959-12-04
"01 540 9097",2015-02-03,1,,"C1",1970-05-21
"01 729 9386",2017-05-02,1,,"C1",1975-10-26
"01 190 9706",2012-09-19,3,2018-07-01,"E",1994-04-01
"090 503 4998",2013-01-09,1,,"B",1999-04-11
"066 227 7136",2012-10-22,1,,"C2",1987-02-15
"01 498 5285",2015-05-14,2,,"E",1966-09-11
"065 656 1503",2015-10-29,3,,"D",1983-08-03
"058 335 0520",2014-05-14,2,,"C2",1954-06-04
"045 103 5674",2014-05-17,2,,"C1",1968-03-02
"01 266 7032",2014-11-06,3,,"C1",1978-02-04
"021 137 1793",2014-05-22,2,,"D",1974-02-05
"01 686 0654",2016-04-22,1,,"B",1970-09-17
"045 914 6814",2012-03-29,3,,"B",1983-05-03
"056 694 6549",2012-05-22,2,,"C1",1983-01-17
"01 842 3349",2012-05-28,3,,"C1",1985-04-20
"051 397 1932",2014-08-18,1,,"C2",1965-02-01
"024 277 6628",2015-05-11,3,2018-07-01,"E",1953-02-20
"028 625 4327",2014-04-18,3,,"C2",1976-04-24
"01 521 4190",2013-10-16,1,,"C1",1969-06-10
"01 951 3323",2013-05-02,1,,"C1",1983-09-07
"01 870 9833",2018-08-10,3,,"C1",1962-09-28
"01 081 6351",2016-10-07,1,,"B",1961-07-23
"01 497 5142",2015-01-21,1,,"B",1953-07-06
"068 857 6743",2014-05-03,3,,"D",1955-06-04
"091 719 1265",2012-08-15,1,,"C1",1980-02-27
"01 417 2009",2015-12-27,2,,"B",1995-01-16
"099 406 1736",2017-11-08,3,,"E",1954-06-06
"01 730 3638",2015-03-16,2,,"E",1993-05-08
"026 996 1307",2016-03-30,2,,"C1",1973-02-20
"01 394 9520",2013-03-16,2,2018-07-01,"C2",1996-12-26
"061 135 7532",2013-04-17,1,,"E",1984-11-01
"096 088 0554",2013-09-09,3,,"C1",1970-12-31
"047 768 3064",2013-09-12,2,,"D",1957-03-25
"068 577 3201",2016-05-31,2,,"E",1985-06-16
"01 326 8501",2016-08-21,1,,"B",1960-03-14
"057 068 5417",2012-06-17,2,,"B",1991-08-04
"068 993 6375",2013-02-04,2,,"C1",1974-09-18
"01 774 6158",2018-10-22,3,,"C1",1959-04-01
"0402 194 9973",2012-04-24,2,,"D",1978-07-19
"01 698 2671",2012-08-16,2,,"B",1951-03-04
"01 523 5480",2012-04-21,1,,"C2",1956-08-11
"045 970 6185",2014-11-19,2,,"C2",1959-03-17
"069 169 0203",2015-07-03,1,,"B",1971-01-31
"024 972 7173",2012-12-15,3,,"A",1988-09-13
"044 474 8384",2013-01-16,2,,"C2",1993-06-26
"098 781 2850",2016-06-01,1,,"B",1984-01-25
"01 434 0687",2017-03-27,1,,"C1",1956-06-23
"01 360 6311",2018-08-10,3,,"C1",1959-10-11
"027 251 3682",2012-08-05,3,,"C2",1958-03-29
"01 725 8651",2015-11-26,2,,"C2",1988-12-12
"01 888 0971",2017-04-20,1,,"C1",1996-06-17
"01 226 5777",2013-10-24,1,,"C1",1982-01-23
"048 834 1611",2012-02-03,1,,"C2",1965-10-11
"057 628 3941",2018-06-23,2,,"C1",1988-01-19
"071 119 9546",2014-06-01,3,,"B",1955-02-18
"052 335 5362",2012-12-19,2,,"C1",1994-08-03
"01 468 6154",2014-10-11,1,,"C2",1973-10-14
"01 085 2041",2017-09-04,2,,"B",1980-12-29
"01 155 8565",2012-05-17,3,,"C2",1950-03-23
"01 003 2570",2015-12-29,1,,"C1",1961-06-11
"01 613 1710",2012-08-02,3,,"B",1953-04-18
"01 416 8047",2017-02-13,1,,"D",1975-02-14
"01 078 8162",2012-05-11,3,,"B",1997-01-26
"022 699 1551",2014-10-19,3,,"D",1986-01-15
"065 748 0100",2015-03-08,1,,"B",1985-02-12
"01 343 3258",2018-03-07,2,,"D",1956-12-11
"022 211 8688",2013-01-04,3,,"C1",1975-07-04
"027 141 0659",2012-11-10,1,,"D",1961-12-30
"01 023 0795",2017-03-07,3,,"C1",1951-08-21
"01 032 0947",2016-01-28,2,,"E",1999-07-03
"01 692 8095",2012-03-15,1,,"D",1959-08-16
"01 454 6102",2015-12-17,3,2018-07-01,"A",1989-09-20
"061 604 2121",2016-03-04,2,,"E",1951-08-05
"093 129 8827",2012-05-09,3,,"E",1973-09-14
"01 483 5008",2012-08-08,2,,"B",1970-10-21
"01 817 3156",2015-08-17,1,,"C2",1990-01-18
"01 340 0084",2018-04-14,1,,"B",1985-11-19
"028 348 7318",2018-04-02,2,,"C2",1959-11-23
"01 386 5028",2018-02-22,3,,"B",1988-05-23
"01 164 2434",2016-03-05,3,2018-07-01,"B",1956-06-20
"096 328 8520",2012-04-01,1,,"C1",1999-12-29
"01 540 9862",2016-03-02,1,,"B",1998-11-10
"01 637 1064",2012-02-24,3,,"C1",1986-02-24
"01 977 8873",2012-08-02,3,,"D",1999-12-21
"041 794 1240",2014-12-02,1,,"C1",1964-02-26
"01 396 9623",2013-11-28,2,,"C2",1970-02-10
"065 251 8515",2016-08-21,3,,"C2",1957-06-07
"0404 951 0416",2014-09-26,1,,"C2",1997-06-13
"01 966 2533",2014-06-13,3,2018-07-01,"B",1967-12-18
"0505 107 3127",2013-02-07,3,,"C1",1969-08-04
"01 811 8084",2015-10-17,3,,"C1",1980-09-21
"01 511 3506",2012-06-29,3,,"C1",1959-07-28
"093 435 2277",2014-04-11,1,2018-07-01,"C1",1999-08-23
"053 193 1783",2013-12-09,2,,"B",1956-01-01
"01 846 0600",2018-03-31,3,,"C2",1989-04-15
"093 466 4671",2014-07-31,3,,"B",1955-09-10
"099 810 5160",2015-11-23,2,,"C2",1968-09-16
"048 525 1766",2016-08-24,3,,"B",1981-10-06
"01 058 2897",2015-09-04,3,,"B",1962-04-30
"01 723 3412",2014-11-23,3,,"C2",1990-04-05
"066 201 0086",2016-02-11,3,,"C1",1984-04-21
"049 990 9763",2018-08-21,2,,"D",1951-03-28
"01 618 9415",2012-07-01,3,,"B",1968-07-01
"062 235 3131",2015-07-25,2,,"E",1985-12-07
"01 001 5455",2017-08-11,1,,"B",1956-10-13
"022 937 3205",2017-07-23,3,,"C2",1953-05-11
"042 573 2982",2013-08-17,3,,"B",1991-09-25
"01 289 5138",2017-07-13,2,,"B",1989-05-12
"01 904 1854",2013-03-04,3,2018-07-01,"C2",1950-11-05
"026 873 2051",2012-09-02,3,,"E",1978-10-13
"01 621 6688",2012-12-15,3,,"C1",1955-08-05
"048 512 7595",2012-10-09,3,,"C2",1994-11-26
"095 158 7908",2017-12-13,3,,"D",1964-12-09
"01 223 4572",2016-09-28,1,,"C1",1981-07-07
"071 119 0648",2014-05-21,1,,"C2",1966-05-07
"045 073 1774",2018-06-02,2,2018-07-01,"C2",1993-12-30
"0402 062 3766",2015-10-24,3,,"C2",1999-11-05
"01 773 3787",2014-08-12,1,,"C1",1957-03-30
"01 975 3862",2014-10-18,1,,"B",1985-04-27
"01 209 9134",2018-07-24,2,,"C1",1986-08-14
"01 747 8028",2014-06-10,2,2018-07-01,"C1",1984-07-30
"01 451 6543",2012-06-12,2,2018-07-01,"E",1985-03-01
"091 982 8993",2013-07-10,2,,"C2",1987-06-15
"01 789 4020",2012-07-19,2,,"A",1979-02-06
"01 113 3109",2014-03-07,2,,"D",1982-10-08
"094 614 9008",2015-09-13,3,,"B",1987-08-05
"048 970 0232",2013-01-06,2,,"D",1970-09-24
"01 774 9963",2017-02-06,1,,"D",1963-12-25
"0404 929 0837",2016-10-01,1,2018-07-01,"B",1982-04-19
"0505 577 4591",2014-04-10,1,,"C2",1958-03-04
"01 429 7699",2012-12-17,1,,"C2",1985-05-30
"01 941 6266",2018-04-04,3,,"C2",1983-11-28
"0402 044 5935",2017-09-22,3,,"C2",1998-01-29
"067 629 6568",2013-11-02,3,,"C2",1969-01-06
"01 864 5957",2018-06-04,1,,"D",1994-11-03
"01 103 8155",2013-07-07,1,,"D",1992-03-10
"044 492 2951",2013-08-06,1,2018-07-01,"D",1981-04-26
"066 936 7084",2014-07-15,1,,"C2",1976-11-12
"024 686 9803",2016-09-11,2,,"C2",1987-02-07
"026 711 6889",2012-07-11,2,,"D",1952-05-20
"01 558 7964",2018-02-17,1,,"C1",1963-09-19
"01 279 3004",2013-08-25,2,,"C2",1965-01-19
"01 626 2584",2014-01-27,3,,"B",1980-05-29
"058 966 6556",2018-04-27,1,,"B",1998-07-12
"041 628 8591",2017-02-26,3,,"E",1996-11-28
"01 783 3324",2015-12-14,3,,"B",1972-10-13
"029 817 5906",2016-02-19,1,,"C1",1955-04-14
"01 622 2785",2015-10-17,2,,"C2",1973-05-01
"01 409 1539",2018-08-21,2,,"B",1956-03-28
"01 707 0216",2012-11-01,3,,"C1",1984-07-04
"056 552 1137",2012-07-22,1,,"B",1999-05-08
"01 698 5508",2017-06-03,1,,"A",1985-06-30
"01 700 3471",2018-07-06,3,,"B",1977-03-12
"01 148 5565",2015-07-06,2,,"C1",1976-12-11
"097 417 2529",2017-07-19,2,,"C1",1960-07-25
"01 267 2488",2016-08-14,2,,"D",1991-05-25
"052 531 8908",2015-01-18,3,,"E",1976-02-11
"01 460 7681",2012-01-28,1,,"B",1959-04-06
"059 387 5939",2016-01-15,1,,"B",1977-11-08
"024 258 5471",2017-12-20,1,,"C2",1979-07-05
"01 946 2337",2015-10-12,2,,"B",1959-10-31
"099 353 4033",2017-12-31,2,,"C2",1995-03-24
"069 861 4188",2014-04-30,3,,"D",1970-03-19
"090 431 0440",2018-02-02,3,,"C2",1950-10-22
"065 532 7867",2015-08-17,2,,"C1",1953-07-29
"01 713 3653",2012-01-18,2,,"C2",1971-12-13
"056 124 5667",2013-03-21,1,,"C1",1999-05-28
"01 214 6153",2018-10-08,1,2018-07-01,"D",1964-10-02
"01 392 9064",2016-04-20,2,,"C2",1972-09-20
"026 684 9482",2014-08-23,3,,"D",1951-01-21
"01 271 6495",2014-06-08,3,,"C2",1956-02-06
"064 735 7884",2014-08-08,3,,"B",1974-07-27
"062 837 3285",2012-02-02,1,,"E",1962-09-14
"01 919 6272",2014-09-15,1,,"C2",1963-01-31
"094 952 9961",2012-03-18,2,,"D",1967-05-29
"01 805 7428",2016-06-23,1,,"B",1950-10-13
"028 648 4562",2012-10-19,3,,"D",1972-10-11
"024 828 1671",2016-11-22,2,,"D",1953-03-27
"01 747 1037",2015-12-17,2,,"D",1951-10-17
"01 554 9826",2015-12-23,2,,"C1",1980-07-25
"090 609 2224",2013-08-26,2,,"D",1955-02-28
"01 003 4349",2016-03-23,1,,"E",1952-09-07
"098 303 4674",2016-07-08,3,,"D",1955-07-24
"01 725 6054",2013-08-02,2,,"E",1954-04-07
"062 294 2332",2018-08-30,2,,"E",1978-02-27
"027 112 6775",2012-12-20,2,,"D",1975-08-12
"056 518 3473",2012-11-14,1,,"C1",1976-05-05
"01 080 9180",2014-08-18,1,,"C1",1995-05-25
"067 129 9795",2012-02-21,1,,"C2",1986-11-12
"01 742 0560",2015-10-30,1,,"A",1991-01-11
"041 837 4841",2017-07-26,1,,"C1",1991-08-06
"01 588 9555",2014-12-02,1,2018-07-01,"B",1967-09-19
"049 361 9202",2017-03-24,1,,"C1",1955-11-19
"01 337 6109",2018-02-23,3,,"D",1998-10-12
"0404 063 4447",2013-11-14,2,,"C2",1968-05-03
"01 618 9518",2014-08-26,3,2018-07-01,"B",1978-12-30
"01 123 2444",2013-04-09,2,,"B",1958-06-26
"058 291 8113",2014-10-09,2,,"C1",1954-12-11
"01 923 8412",2018-01-15,3,,"E",1970-07-11
"068 393 8302",2013-06-16,3,,"B",1956-07-13
"068 097 3407",2018-04-09,3,,"C1",1963-12-27
"01 057 2623",2017-11-12,3,,"C1",1972-02-01
"052 732 9220",2015-01-24,3,,"E",1966-10-23
"01 898 3489",2014-07-16,3,,"C1",1971-03-31
"01 317 4452",2016-06-26,3,,"D",1968-11-29
"090 319 7982",2016-01-09,1,,"B",1956-05-11
"068 402 2882",2012-08-29,2,2018-07-01,"C1",1985-11-28
"063 245 1265",2014-02-26,2,,"E",1968-10-25
"01 753 2501",2017-10-20,3,,"C1",1981-09-22
"01 596 3116",2013-03-21,2,,"C1",1994-09-24
"059 974 4521",2014-11-13,3,,"C2",1952-07-28
"071 679 4645",2016-06-06,3,,"C1",1995-04-17
"043 712 7884",2014-03-18,1,,"B",1962-12-28
"01 217 9033",2017-10-14,2,,"C1",1952-07-27
"01 805 9755",2017-12-24,1,,"C1",1976-03-22
"01 093 4234",2012-04-07,1,,"B",1965-02-08
"01 305 6110",2015-02-03,2,,"D",1989-05-22
"043 162 7621",2015-04-29,3,,"C2",1964-01-25
"025 831 6824",2015-10-04,2,,"E",1964-07-23
"0402 417 3183",2016-09-26,1,2018-07-01,"C1",1970-03-26
"01 529 5577",2015-09-15,1,,"C1",1980-05-11
"01 909 0652",2013-11-02,2,,"C1",1957-09-23
"045 085 5700",2014-01-06,2,,"B",1962-09-19
"028 971 5499",2012-10-25,3,2018-07-01,"D",1972-02-21
"01 010 5099",2018-04-19,3,,"C2",1999-08-05
"025 440 7318",2015-10-22,2,,"C1",1997-05-02
"01 799 1165",2017-03-16,2,,"C1",1983-04-18
"023 075 1495",2013-08-25,3,,"D",1989-08-06
"01 638 7408",2014-01-03,2,,"D",1996-07-09
"01 336 6521",2017-10-30,1,,"C2",1982-01-01
"01 449 9505",2015-02-08,3,,"C1",1986-03-23
"01 137 9482",2013-07-23,2,,"C2",1953-03-24
"023 815 9563",2016-06-21,2,,"C1",1977-10-22
"01 811 4299",2018-04-28,2,2018-07-01,"B",1980-02-13
"01 446 2073",2013-11-23,1,,"B",1982-01-07
"01 832 7174",2013-08-12,1,,"A",1991-11-21
"095 299 1992",2016-12-07,3,,"C1",1961-08-03
"091 765 4038",2012-09-20,2,,"A",1966-01-01
"091 716 3659",2017-04-16,2,,"C2",1959-08-11
"064 191 9541",2013-02-14,2,,"B",1976-05-17
"0404 822 8630",2012-06-15,1,,"C2",1982-07-02
"01 352 4093",2015-05-20,3,,"C1",1975-10-12
"058 733 9374",2018-04-08,3,,"C1",1988-05-21
"01 278 5878",2015-02-21,2,,"C2",1965-05-01
"01 284 2328",2013-01-19,3,,"B",1986-03-03
"098 122 0122",2017-08-19,1,,"C1",1955-05-02
"01 520 2041",2018-02-17,3,,"B",1998-05-26
"094 964 6712",2013-02-21,1,,"C2",1998-04-27
"01 702 5904",2015-09-19,2,,"B",1994-10-02
"042 342 6588",2013-02-19,3,,"C1",1968-08-21
"0504 134 6239",2018-01-15,1,,"C2",1983-05-18
"01 839 3961",2012-05-15,3,2018-07-01,"E",1980-01-01
"046 567 0407",2016-02-21,1,,"C2",1968-08-23
"046 103 1045",2018-01-14,3,,"C2",1950-10-27
"01 878 4827",2012-04-05,2,,"D",1980-05-01
